Price,Close
Ticker,GC=F
Date,
2024-12-09 05:00:00+00:00,2658.5
2024-12-09 05:05:00+00:00,2659.10009765625
2024-12-09 05:10:00+00:00,2659.0
2024-12-09 05:15:00+00:00,2660.5
2024-12-09 05:20:00+00:00,2660.800048828125
2024-12-09 05:25:00+00:00,2659.699951171875
2024-12-09 05:30:00+00:00,2659.10009765625
2024-12-09 05:35:00+00:00,2660.89990234375
2024-12-09 05:40:00+00:00,2660.5
2024-12-09 05:45:00+00:00,2661.39990234375
2024-12-09 05:50:00+00:00,2660.89990234375
2024-12-09 05:55:00+00:00,2660.0
2024-12-09 06:00:00+00:00,2661.699951171875
2024-12-09 06:05:00+00:00,2662.60009765625
2024-12-09 06:10:00+00:00,2663.300048828125
2024-12-09 06:15:00+00:00,2663.60009765625
2024-12-09 06:20:00+00:00,2663.0
2024-12-09 06:25:00+00:00,2663.89990234375
2024-12-09 06:30:00+00:00,2664.10009765625
2024-12-09 06:35:00+00:00,2664.800048828125
2024-12-09 06:40:00+00:00,2663.699951171875
2024-12-09 06:45:00+00:00,2664.89990234375
2024-12-09 06:50:00+00:00,2665.5
2024-12-09 06:55:00+00:00,2665.300048828125
2024-12-09 07:00:00+00:00,2665.10009765625
2024-12-09 07:05:00+00:00,2665.60009765625
2024-12-09 07:10:00+00:00,2665.5
2024-12-09 07:15:00+00:00,2665.699951171875
2024-12-09 07:20:00+00:00,2667.699951171875
2024-12-09 07:25:00+00:00,2668.800048828125
2024-12-09 07:30:00+00:00,2671.5
2024-12-09 07:35:00+00:00,2669.0
2024-12-09 07:40:00+00:00,2670.199951171875
2024-12-09 07:45:00+00:00,2670.60009765625
2024-12-09 07:50:00+00:00,2671.89990234375
2024-12-09 07:55:00+00:00,2672.300048828125
2024-12-09 08:00:00+00:00,2672.10009765625
2024-12-09 08:05:00+00:00,2671.60009765625
2024-12-09 08:10:00+00:00,2671.5
2024-12-09 08:15:00+00:00,2669.89990234375
2024-12-09 08:20:00+00:00,2670.39990234375
2024-12-09 08:25:00+00:00,2669.60009765625
2024-12-09 08:30:00+00:00,2669.60009765625
2024-12-09 08:40:00+00:00,2669.39990234375
2024-12-09 08:45:00+00:00,2670.5
2024-12-09 08:50:00+00:00,2670.10009765625
2024-12-09 08:55:00+00:00,2671.0
2024-12-09 09:00:00+00:00,2672.39990234375
2024-12-09 09:05:00+00:00,2671.89990234375
2024-12-09 09:10:00+00:00,2673.89990234375
2024-12-09 09:15:00+00:00,2674.800048828125
2024-12-09 09:20:00+00:00,2674.5
2024-12-09 09:25:00+00:00,2674.699951171875
2024-12-09 09:30:00+00:00,2674.800048828125
2024-12-09 09:35:00+00:00,2675.800048828125
2024-12-09 09:40:00+00:00,2674.89990234375
2024-12-09 09:45:00+00:00,2677.300048828125
2024-12-09 09:50:00+00:00,2676.800048828125
2024-12-09 09:55:00+00:00,2677.10009765625
2024-12-09 10:00:00+00:00,2678.699951171875
2024-12-09 10:05:00+00:00,2678.60009765625
