Price,Close
Ticker,GC=F
Date,
2025-01-10 00:00:00+00:00,2693.5
2025-01-10 00:02:00+00:00,2692.89990234375
2025-01-10 00:04:00+00:00,2693.300048828125
2025-01-10 00:06:00+00:00,2694.10009765625
2025-01-10 00:08:00+00:00,2693.699951171875
2025-01-10 00:10:00+00:00,2694.199951171875
2025-01-10 00:12:00+00:00,2693.10009765625
2025-01-10 00:14:00+00:00,2693.39990234375
2025-01-10 00:16:00+00:00,2693.800048828125
2025-01-10 00:18:00+00:00,2693.800048828125
2025-01-10 00:20:00+00:00,2693.800048828125
2025-01-10 00:22:00+00:00,2693.5
2025-01-10 00:24:00+00:00,2693.39990234375
2025-01-10 00:26:00+00:00,2694.10009765625
2025-01-10 00:28:00+00:00,2694.199951171875
2025-01-10 00:30:00+00:00,2694.39990234375
2025-01-10 00:32:00+00:00,2694.10009765625
2025-01-10 00:34:00+00:00,2695.0
2025-01-10 00:36:00+00:00,2695.300048828125
2025-01-10 00:38:00+00:00,2694.5
2025-01-10 00:40:00+00:00,2694.39990234375
2025-01-10 00:42:00+00:00,2694.699951171875
2025-01-10 00:44:00+00:00,2694.699951171875
2025-01-10 00:46:00+00:00,2695.0
2025-01-10 00:48:00+00:00,2695.0
2025-01-10 00:50:00+00:00,2695.199951171875
2025-01-10 00:52:00+00:00,2695.10009765625
2025-01-10 00:54:00+00:00,2694.89990234375
2025-01-10 00:56:00+00:00,2694.800048828125
2025-01-10 00:58:00+00:00,2695.0
2025-01-10 01:00:00+00:00,2694.89990234375
2025-01-10 01:02:00+00:00,2694.699951171875
2025-01-10 01:04:00+00:00,2695.5
2025-01-10 01:06:00+00:00,2695.699951171875
2025-01-10 01:08:00+00:00,2695.300048828125
2025-01-10 01:10:00+00:00,2694.89990234375
2025-01-10 01:12:00+00:00,2694.89990234375
2025-01-10 01:14:00+00:00,2694.0
2025-01-10 01:16:00+00:00,2693.89990234375
2025-01-10 01:18:00+00:00,2695.199951171875
2025-01-10 01:20:00+00:00,2694.60009765625
2025-01-10 01:22:00+00:00,2694.300048828125
2025-01-10 01:24:00+00:00,2695.699951171875
2025-01-10 01:26:00+00:00,2695.89990234375
2025-01-10 01:28:00+00:00,2695.699951171875
2025-01-10 01:30:00+00:00,2695.39990234375
2025-01-10 01:32:00+00:00,2695.199951171875
2025-01-10 01:34:00+00:00,2694.10009765625
2025-01-10 01:36:00+00:00,2694.89990234375
2025-01-10 01:38:00+00:00,2694.199951171875
2025-01-10 01:40:00+00:00,2693.800048828125
2025-01-10 01:42:00+00:00,2693.800048828125
2025-01-10 01:44:00+00:00,2695.0
2025-01-10 01:46:00+00:00,2694.0
2025-01-10 01:48:00+00:00,2693.800048828125
2025-01-10 01:50:00+00:00,2694.10009765625
2025-01-10 01:52:00+00:00,2694.0
2025-01-10 01:54:00+00:00,2694.800048828125
2025-01-10 01:56:00+00:00,2694.800048828125
2025-01-10 01:58:00+00:00,2694.60009765625
2025-01-10 02:00:00+00:00,2695.199951171875
